source,feed_url,headline,summary,url,published_date,topics
TechCrunch,https://techcrunch.com/feed/,"Amazon working on new smartphone with Alexa at its core, report says","The device is being developed by the company's Devices and Services division, and it would feature personalized features aimed at making it easier to use Amazon's suite of apps, including Amazon shopping, Prime Video, and Prime Music, according to Reuters.",https://techcrunch.com/2026/03/20/amazon-working-on-new-smartphone-with-alexa-at-its-core-report-says/,2026-03-20 14:51:30+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,"Texelis, Scata team up on medium-heavy vehicle that can do drone defense","The 18-ton vehicle, named the MK1, was developed in less than a year and is envisioned as a multirole platform incorporating lessons from the Ukraine war.",https://www.defensenews.com/global/europe/2026/03/20/texelis-scata-team-up-on-medium-heavy-vehicle-that-can-do-drone-defense/,2026-03-20 14:35:17+00:00,Defense
War on the Rocks,https://warontherocks.com/feed/,Conflict and Consequences,"Welcome to The Adversarial.&#160;Every other week, we&#8217;ll provide you with expert analysis on America&#8217;s greatest challengers: China, Russia, Iran, North Korea, and jihadists. Read more below.***IranOn March 17, Israel announced &#8212; and Tehran later confirmed &#8212; the killing of Ali Larijani, the secretary of Iran&#8217;s Supreme National Security Council. If eliminating Ali Khamenei on the opening day of the U.S.-Israeli offensive struck down the regime&#8217;s supreme leader, Larijani&#8217;s death removes its supreme coordinator. A longtime fixture in the regime, Larijani appears to have been serving as the regime&#8217;s majordomo in recent months &#8212; and especially since Khamenei&#8217;s death on Feb. The post Conflict and Consequences appeared first on War on the Rocks .",https://warontherocks.com/2026/03/conflict-and-consequences/,2026-03-20 14:00:04+00:00,Defense
Labiotech,https://www.labiotech.eu/feed/,"After the drought, biotech IPO activity begins to pick up in 2026","After several years of IPO drought in the biotech industry, the public market is picking up again. Will the trend keep going in 2026? The post After the drought, biotech IPO activity begins to pick up in 2026 appeared first on Labiotech.eu . © Labiotech UG and Labiotech.eu. Unauthorized use and/or duplication of this material without express and written permission from this site’s author and/or owner is strictly prohibited. Excerpts and links may be used, provided that full and clear credit is given to Labiotech UG and Labiotech.eu with appropriate and specific direction to the original content.",https://www.labiotech.eu/trends-news/biotech-ipo-2026/,2026-03-20 14:00:00+00:00,Biotech
Breaking Defense,https://breakingdefense.com/feed/,India seeking to join European sixth-generation fighter program: Reports,"One defense analyst said that at this stage, it may be difficult for either the GCAP or FCAS teams to take on new development partners.",https://breakingdefense.com/2026/03/india-seeking-to-join-european-sixth-generation-fighter-program-reports/,2026-03-20 13:52:18+00:00,Defense
C4ISRNET,https://www.c4isrnet.com/arc/outboundfeeds/rss/,Marines test ‘cruise control’ swim feature on amphibious vehicle prototype,The vehicles vying to replace the Marine Corps’ aging light armored vehicle fleet swam for the first time earlier this year.,https://www.c4isrnet.com/news/your-military/2026/03/20/marines-test-cruise-control-swim-feature-on-amphibious-vehicle-prototype/,2026-03-20 13:51:08+00:00,Other
C4ISRNET,https://www.c4isrnet.com/arc/outboundfeeds/rss/,"Marine lance corporal develops $10 solution to $5,600 antenna problem","The junior Marine's innovation has so far saved an estimated $600,000 and eliminated years of supply delays. Motivation intensifies.",https://www.c4isrnet.com/news/your-military/2026/03/20/marine-lance-corporal-develops-10-solution-to-5600-antenna-problem/,2026-03-20 13:32:21+00:00,Other
Breaking Defense,https://breakingdefense.com/feed/,"What is the Pentagon’s ‘Space Data Network,’ and why does it matter for Golden Dome?",The SDN will provide the communications pathways for integrating and moving data from missile warning/tracking sensors to interceptors in near-real time under the Golden Dome construct.,https://breakingdefense.com/2026/03/what-is-the-pentagons-space-data-network-and-why-does-it-matter-for-golden-dome/,2026-03-20 13:26:31+00:00,Defense
MIT Technology Review,https://www.technologyreview.com/feed/,"The Download: OpenAI is building a fully automated researcher, and a psychedelic trial blind spot","This is today&#8217;s edition of The Download, our weekday newsletter that provides a daily dose of what&#8217;s going on in the world of technology. OpenAI is throwing everything into building a fully automated researcher&#160; OpenAI has a new grand challenge: building an AI researcher—a fully automated agent-based system capable of tackling large, complex problems by&#8230;",https://www.technologyreview.com/2026/03/20/1134448/the-download-openai-building-fully-automated-researcher-psychedelic-drug-trial/,2026-03-20 13:15:45+00:00,AI
SpaceNews,https://spacenews.com/feed/,Holistic space observation: the shift from SSA to SDA,"Recent reporting on SpaceX’s proposal to deploy up to one million satellites in low Earth orbit — paired with a vision of AI-enabled, autonomous orbital infrastructure — marks a decisive moment for the space community. Regardless of whether these numbers ultimately materialize, the direction is unmistakable: space is moving toward unprecedented scale, autonomy and strategic [&#8230;] The post Holistic space observation: the shift from SSA to SDA appeared first on SpaceNews .",https://spacenews.com/holistic-space-observation-the-shift-from-ssa-to-sda/,2026-03-20 13:00:00+00:00,Space
EU-Startups,https://www.eu-startups.com/feed/,LemFi Co-founder and CEO Ridwan Olalere joins the EU-Startups Summit 2026 in Malta!,"We are pleased to announce that Ridwan Olalere, Co-founder and CEO of LemFi, a fintech company building a financial services platform that enables immigrants to send, spend, and manage money seamlessly across borders, will join the speaker line-up at the EU-Startups Summit 2026 on May 7-8 in sunny Malta. Under Ridwan&#8217;s leadership, LemFi has grown [&#8230;] The post LemFi Co-founder and CEO Ridwan Olalere joins the EU-Startups Summit 2026 in Malta! appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/lemfi-co-founder-and-ceo-ridwan-olalere-joins-the-eu-startups-summit-2026-in-malta/,2026-03-20 12:59:53+00:00,Startups
Payload Space,https://payloadspace.com/feed/,Kayhan Space Launches Satcat Terminal,Business and liberal arts majors rejoice! The post Kayhan Space Launches Satcat Terminal appeared first on Payload .,https://payloadspace.com/kayhan-space-launches-satcat-terminal/,2026-03-20 12:59:41+00:00,Other
SpaceNews,https://spacenews.com/feed/,ESA to fly dedicated Crew Dragon mission to ISS,The European Space Agency plans to charter a SpaceX Crew Dragon mission to the International Space Station to give more flight opportunities for its astronauts. The post ESA to fly dedicated Crew Dragon mission to ISS appeared first on SpaceNews .,https://spacenews.com/esa-to-fly-dedicated-crew-dragon-mission-to-iss/,2026-03-20 12:18:38+00:00,Other
Science,https://www.science.org/rss/news_current.xml,Microscopic spikes on snakeskin block bacterial buildup,Structures on python scales could inspire chemical-free antimicrobial designs,https://www.science.org/content/article/microscopic-spikes-snakeskin-block-bacterial-buildup,2026-03-20 12:15:00+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,"Oil prices, fear of Trump? China mysteriously reduced warplane activity near Taiwan",Analysts are puzzled by a recent decrease in Chinese warplane sorties toward Taiwan.,https://www.defensenews.com/global/asia-pacific/2026/03/20/oil-prices-fear-of-trump-china-mysteriously-reduced-warplane-activity-near-taiwan/,2026-03-20 12:00:18+00:00,Other
TechCrunch,https://techcrunch.com/feed/,The best AI investment might be in energy tech,Power has become one of the biggest bottlenecks in rolling out new AI data centers. That's creating an opening for investors.,https://techcrunch.com/2026/03/20/the-best-ai-investment-might-be-in-energy-tech/,2026-03-20 12:00:00+00:00,Funding
MIT Technology Review,https://www.technologyreview.com/feed/,OpenAI is throwing everything into building a fully automated researcher,"OpenAI is refocusing its research efforts and throwing its resources into a new grand challenge. The San Francisco firm has set its sights on building what it calls an AI researcher, a fully automated agent-based system that will be able to go off and tackle large, complex problems by itself. ​​OpenAI says that this new&#8230;",https://www.technologyreview.com/2026/03/20/1134438/openai-is-throwing-everything-into-building-a-fully-automated-researcher/,2026-03-20 11:57:16+00:00,"AI, Science"
EU-Startups,https://www.eu-startups.com/feed/,"EU Inc. under the microscope: founders, VCs and lawyers weigh in","Two days ago, the European Commission unveiled one of its most anticipated initiatives for the startup ecosystem: EU Inc., a unified corporate framework designed to simplify how companies are created, operated, and scaled across the bloc. Positioned as the foundation of a broader “28th regime”, the proposal aims to tackle one of Europe’s most persistent [&#8230;] The post EU Inc. under the microscope: founders, VCs and lawyers weigh in appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/eu-inc-under-the-microscope-founders-vcs-and-lawyers-weigh-in/,2026-03-20 11:50:46+00:00,Startups
Science,https://www.science.org/rss/news_current.xml,First science from private Moon lander challenges lunar divide,Blue Ghost data suggest NASA’s growing commercial Moon program can deliver results,https://www.science.org/content/article/first-science-private-moon-lander-challenges-lunar-divide,2026-03-20 11:45:00+00:00,Other
EU-Startups,https://www.eu-startups.com/feed/,UK’s Flexzo AI raises €10.3 million to transform healthcare workforce management with agentic AI,"Flexzo AI, a UK-based startup providing an agentic AI workforce system for healthcare providers, today announced the completion of a €10.3 million ($12 million) Series A funding round to support ongoing adoption across NHS Trusts and accelerate growth in the United States. The round was led by Octopus Ventures, with participation from Fuel Ventures. Uthish [&#8230;] The post UK’s Flexzo AI raises €10.3 million to transform healthcare workforce management with agentic AI appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/uks-flexzo-ai-raises-e10-3-million-to-transform-healthcare-workforce-management-with-agentic-ai/,2026-03-20 11:40:44+00:00,"Funding, Startups"
TechCrunch,https://techcrunch.com/feed/,These AI notetaking devices can help you record and transcribe your meetings,These physical notetakers transcribe audio and give users summaries and action items of meetings using AI. Some even offer live translation.,https://techcrunch.com/2026/03/20/ai-notetaker-hardware-devices-pins-pendants-record-transcribe/,2026-03-20 11:31:38+00:00,Other
Breaking Defense,https://breakingdefense.com/feed/,Air Force counter-drone lab requests ideas to track and kill small UAS,Two new Air Force RFIs seek information on systems to detect drones and defeat them with hard-kill systems as the service looks to shore up base defense.,https://breakingdefense.com/2026/03/air-force-counter-drone-lab-requests-ideas-to-track-and-kill-small-uas/,2026-03-20 11:29:00+00:00,Defense
Science,https://www.science.org/rss/news_current.xml,"Energy Department merges nuclear and particle physics programs, unsettling researchers","In spite of synergies, physicists worry both fields are being sidelined in favor of AI",https://www.science.org/content/article/energy-department-merges-nuclear-and-particle-physics-programs-unsettling-researchers,2026-03-20 11:25:00+00:00,Science
SpaceNews,https://spacenews.com/feed/,"Kayhan targets investors, insurers with expanded orbital intelligence platform","Kayhan Space is branching out from providing orbital intelligence used to coordinate satellite fleets with a new software platform that turns that data into business insights for investors and insurers. The post Kayhan targets investors, insurers with expanded orbital intelligence platform appeared first on SpaceNews .",https://spacenews.com/kayhan-targets-investors-insurers-with-expanded-orbital-intelligence-platform/,2026-03-20 11:00:00+00:00,"Space, Funding"
EU-Startups,https://www.eu-startups.com/feed/,Why “Maybe” is killing your startup,"It feels good to have a lot of open options, right? That’s why we don’t fully commit to our decisions. We hire someone that we think is OK, but not fully what we were looking for, because maybe it’ll work out. Maybe that investor will be the one who gets our company off the ground. [&#8230;] The post Why “Maybe” is killing your startup appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/why-maybe-is-killing-your-startup/,2026-03-20 10:53:13+00:00,"Startups, Funding"
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,Japan’s new ‘ugly duckling’ electronic-warfare aircraft takes to the sky,"With Japan ramping up its electronic-warfare spending, the question is how many of the planes the nation will ultimately want.",https://www.defensenews.com/global/asia-pacific/2026/03/20/japans-new-ugly-duckling-electronic-warfare-aircraft-takes-to-the-sky/,2026-03-20 10:26:37+00:00,Defense
EU-Startups,https://www.eu-startups.com/feed/,Dutch AgTech startup BBLeap secures €5 million to scale precision spraying technology globally,"BBLeap, a Netherlands-based AgTech startup specialising in high-precision spraying technology, has closed a €5 million investment round. The round was led by new investors ESquare Capital and Yield Lab Europe, alongside existing shareholders, including the founders and early investors Brabant Development Agency (BOM) and Beheermaatschappij Vriend. “I have always said that BBLeap will become a [&#8230;] The post Dutch AgTech startup BBLeap secures €5 million to scale precision spraying technology globally appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/dutch-agtech-startup-bbleap-secures-e5-million-to-scale-precision-spraying-technology-globally/,2026-03-20 09:22:22+00:00,"Startups, Funding"
Labiotech,https://www.labiotech.eu/feed/,How Leyden Labs is revolutionizing flu protection with its intranasal antibody spray,"Today we welcome Koenraad Wiedhaup, Co-Founder and CEO of Leyden Labs, and Clarissa Koch, the company's Chief Scientific Officer. The post How Leyden Labs is revolutionizing flu protection with its intranasal antibody spray appeared first on Labiotech.eu . © Labiotech UG and Labiotech.eu. Unauthorized use and/or duplication of this material without express and written permission from this site’s author and/or owner is strictly prohibited. Excerpts and links may be used, provided that full and clear credit is given to Labiotech UG and Labiotech.eu with appropriate and specific direction to the original content.",https://www.labiotech.eu/podcast/how-leyden-labs-is-revolutionizing-flu-protection-with-its-intranasal-antibody-spray/,2026-03-20 09:00:00+00:00,"Biotech, Startups"
MIT Technology Review,https://www.technologyreview.com/feed/,Mind-altering substances are (still) falling short in clinical trials,"This week I want to look at where we are with psychedelics, the mind-altering substances that have somehow made the leap from counterculture to major focus of clinical research. Compounds like psilocybin—which is found in magic mushrooms—are being explored for all sorts of health applications, including treatments for depression, PTSD, addiction, and even obesity. Over&#8230;",https://www.technologyreview.com/2026/03/20/1134419/psychedelics-overhyped-psilocybin-depression-placebo/,2026-03-20 09:00:00+00:00,"Biotech, Science"
EU-Startups,https://www.eu-startups.com/feed/,EIC Accelerator company SunOyster Systems signs deal with Galp for the installation of lightweight PV modules,"The EIC Corporate Partnership Programme connects Europe’s most innovative startups with leading corporations to turn breakthrough technologies into concrete business collaborations. Within this framework, EIC-backed company SunOyster Systems, a pioneering SME in advanced solar technologies based in Germany, partnered with Galp, Portugal’s leading energy company. After a rigorous selection and dedicated preparation, they participated in the [&#8230;] The post EIC Accelerator company SunOyster Systems signs deal with Galp for the installation of lightweight PV modules appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/eic-accelerator-company-sunoyster-systems-signs-deal-with-galp-for-the-installation-of-lightweight-pv-modules/,2026-03-20 08:14:07+00:00,"Startups, Science"
War on the Rocks,https://warontherocks.com/feed/,What It Was Like to Be Under Incoming Fire from the War on Terror to Today,"On this special, crossover episode of our members-only armed services podcasts, some of our hosts sat down to discuss their experiences with indirect fire and bombardment. With the ongoing conflict in the Middle East, they rehash some of their own personal stories, provide context on today&#8217;s threat environment, and share some advice for troops both downrange and at home.Image: Sgt. Albert Juarez via DVIDS The post What It Was Like to Be Under Incoming Fire from the War on Terror to Today appeared first on War on the Rocks .",https://warontherocks.com/2026/03/indirect-fire-in-the-global-war-on-terror-and-today/,2026-03-20 08:00:59+00:00,Other
War on the Rocks,https://warontherocks.com/feed/,Why Did the United States Lift Sanctions on Assad’s Chemical Weapons Scientists?,"On June 30, 2025, as part of the process of normalizing relations with Damascus following the overthrow of Syrian President Bashar al-Assad, the Trump administration overhauled the sanctions imposed on Syria to facilitate the rebuilding of that war-ravaged country. In the course of revising these sanctions, however, 266 employees of the Scientific Studies and Research Center, the heart of the Assad regime&#8217;s chemical weapons complex, were removed without explanation from the U.S. Department of the Treasury&#8217;s Specially Designated Nationals List. This list is a compilation of human rights abusers, proliferators, terrorists, drug lords, and others deemed a threat to U.S. The post Why Did the United States Lift Sanctions on Assad’s Chemical Weapons Scientists? appeared first on War on the Rocks .",https://warontherocks.com/2026/03/why-did-the-united-states-lift-sanctions-on-assads-chemical-weapons-scientists/,2026-03-20 07:30:51+00:00,Science
War on the Rocks,https://warontherocks.com/feed/,What the Donroe Doctrine Could Mean for China’s Economic Statecraft,"In the first few months of 2026, the Trump administration has embarked on military interventions in Iran and Venezuela and threatened possible annexation of Greenland. Meanwhile, German Chancellor Friedrich Merz&#8217;s February trip to Beijing followed on the heels of the first state visit to China by a British leader in eight years. As the United States and China prepare for their much-touted summit in late March, Beijing is weighing its options in the face of recent American actions and the new &#8220;Donroe Doctrine.&#8221;Chinese foreign policy remains driven by the core priorities of preserving regime security and consolidating influence in its The post What the Donroe Doctrine Could Mean for China’s Economic Statecraft appeared first on War on the Rocks .",https://warontherocks.com/2026/03/what-the-donroe-doctrine-could-mean-for-chinas-economic-statecraft/,2026-03-20 07:15:59+00:00,Defense
EU-Startups,https://www.eu-startups.com/feed/,Warsaw’s Montis VC hits €50 million first close for new fund focused on AI-driven energy and industrial innovation,"Warsaw-based investment firm Montis VC has launched a new venture capital fund, securing €50 million at first close to back Europe’s next generation of energy and IndustrialTech startups. The fund is backed by a mix of public and private investors supporting technological development across Europe. One of the key limited partners is the European Investment [&#8230;] The post Warsaw’s Montis VC hits €50 million first close for new fund focused on AI-driven energy and industrial innovation appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/warsaws-montis-vc-hits-e50-million-first-close-for-new-fund-focused-on-ai-driven-energy-and-industrial-innovation/,2026-03-20 07:00:36+00:00,"Funding, Startups"
EU-Startups,https://www.eu-startups.com/feed/,"Amazon acquires Zurich-based Rivr, developer of stair-climbing robots for doorstep delivery","Rivr, a Zurich-based robotics startup developing autonomous stair-climbing legged robots for doorstep delivery, has been acquired by Amazon. The terms of this deal have not been disclosed. Marko Bjelonic, CEO and co-founder of RIVR, shared this news through his LinkedIn post. “This step will accelerate our vision of building General Physical AI through doorstep delivery, [&#8230;] The post Amazon acquires Zurich-based Rivr, developer of stair-climbing robots for doorstep delivery appeared first on EU-Startups .",https://www.eu-startups.com/2026/03/amazon-acquires-zurich-based-rivr-developer-of-stair-climbing-robots-for-doorstep-delivery/,2026-03-20 06:21:02+00:00,Startups
Payload Space,https://payloadspace.com/feed/,Inside Austria’s Small But Mighty Space Ecosystem,"Austria's space industry is in the midst of a renaissance, with bigger funding deals and more startup activity. The post Inside Austria’s Small But Mighty Space Ecosystem appeared first on Payload .",https://payloadspace.com/inside-austrias-small-but-mighty-space-ecosystem/,2026-03-20 05:40:00+00:00,"Startups, Funding"
Science,https://www.science.org/rss/news_current.xml,Hormone linked to morning sickness may help reduce alcohol intake,"GDF15, which is thought to contribute to nausea during pregnancy, may keep our drinking in check, researchers propose",https://www.science.org/content/article/hormone-linked-morning-sickness-may-help-reduce-alcohol-intake,2026-03-20 02:15:00+00:00,Science
Nature,https://www.nature.com/subjects/medical-research.rss,Macrophages recruited by implanted fibrin gels promote regeneration of injured lymphatic vessels,,https://www.nature.com/articles/s41598-026-39167-2,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Macroscopic polarimetric discrimination and quantification of antiangiogenic effect of AGRO aptamer and GK1 peptide in a preclinical melanoma model,,https://www.nature.com/articles/s41598-026-44959-7,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Trends in over- and under-screening for cervical cancer after EMR implementation in rural China,,https://www.nature.com/articles/s41746-026-02504-w,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,"Hospital follow-up adherence among screen-positive lung cancer utilizing a mobile LDCT in community in Hainan, China: a prospective cohort study",,https://www.nature.com/articles/s41533-026-00481-x,2026-03-20 00:00:00+00:00,Science
Nature,https://www.nature.com/subjects/medical-research.rss,Author Correction: Wiskott–Aldrich syndrome protein (WASP) is a tumor suppressor in T cell lymphoma,,https://www.nature.com/articles/s41591-026-04339-0,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Pacemaker implantation is associated with post-ablation atrial fibrillation recurrence mediated by plasma CILP1,,https://www.nature.com/articles/s41598-026-44907-5,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Diagnostic and prognostic value of serum miR-155 in chronic obstructive pulmonary disease,,https://www.nature.com/articles/s41598-026-44741-9,2026-03-20 00:00:00+00:00,MedTech
Nature,https://www.nature.com/subjects/medical-research.rss,Fixel-based analysis reveals whole-brain white matter microstructural alterations in axial spondyloarthritis,,https://www.nature.com/articles/s41598-026-45157-1,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Exploration of the usage of dental composite resin and the perception of its potential implications in forensic odontology among Lebanese dentists,,https://www.nature.com/articles/s41598-026-44975-7,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Lipid alterations and endothelial dysfunction are associated with multiple sclerosis pathophysiology,,https://www.nature.com/articles/s41598-026-44767-z,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Long-term dynamic effect of body mass index on adverse cardiovascular outcomes with targeted maximum likelihood estimation method: result from the KNOW-CKD study,,https://www.nature.com/articles/s41598-026-45135-7,2026-03-20 00:00:00+00:00,Science
Nature,https://www.nature.com/subjects/medical-research.rss,Near work affects ocular higher order aberrations in children—a longitudinal study before and after COVID-19: The Tokyo Myopia Study,,https://www.nature.com/articles/s41598-026-44635-w,2026-03-20 00:00:00+00:00,Science
Nature,https://www.nature.com/subjects/medical-research.rss,Collagen-specific molecular chaperone Hsp47 in inguinal white adipose tissue promotes high-fat diet-induced inflammatory gene expression in male mice,,https://www.nature.com/articles/s41598-026-45003-4,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,"Modified letrozole vs GnRH antagonist protocols in ovarian aging women for IVF: an open-label, multicenter, randomized controlled trial",,https://www.nature.com/articles/s41467-026-70964-5,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,The DAG/PKC/CREB1/TGF-β1 axis drives shear-wave elastography stiffness and malignant progression in triple-negative breast cancer via lipid metabolic reprogramming,,https://www.nature.com/articles/s41419-026-08625-0,2026-03-20 00:00:00+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,The case for the US Army to procure the KNDS RCH 155 howitzer,The U.S. Army faces a critical modernization crossroads in field artillery. The KNDS RCH 155 offers a transformative answer.,https://www.defensenews.com/opinion/2026/03/20/the-case-for-the-us-army-to-procure-the-knds-rch-155-howitzer/,2026-03-20 00:00:00+00:00,Defense
Nature,https://www.nature.com/subjects/medical-research.rss,"Disease burden and associated factors among caregivers of children with congenital heart disease at tertiary hospitals in Addis Ababa, Ethiopia",,https://www.nature.com/articles/s41598-026-44249-2,2026-03-20 00:00:00+00:00,Other
Nature,https://www.nature.com/subjects/medical-research.rss,Finite element analysis of sacral fixation strategies for fragility fractures of the pelvis,,https://www.nature.com/articles/s41598-026-45149-1,2026-03-20 00:00:00+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,High-speed combat drone production starts at new US Anduril plant in days,Anduril Industries will begin building its new loyal wingman drones in the coming days at a new facility in Ohio.,https://www.defensenews.com/unmanned/2026/03/19/high-speed-combat-drone-production-starts-at-new-us-anduril-plant-in-days/,2026-03-19 23:46:00+00:00,Defense
SpaceNews,https://spacenews.com/feed/,Blue Origin joins the orbital data center race,"Blue Origin is the latest company to propose an orbital data center system, filing plans for a constellation of up to 51,600 satellites. The post Blue Origin joins the orbital data center race appeared first on SpaceNews .",https://spacenews.com/blue-origin-joins-the-orbital-data-center-race/,2026-03-19 23:30:09+00:00,Space
TechCrunch,https://techcrunch.com/feed/,"Amazon acquires Rivr, maker of a stair-climbing delivery robot",Amazon and Jeff Bezos had previously invested in the startup. The deal signals the e-commerce giant's interest in doorstep delivery.,https://techcrunch.com/2026/03/19/amazon-acquires-rivr-maker-of-a-stair-climbing-delivery-robot/,2026-03-19 23:28:37+00:00,Startups
C4ISRNET,https://www.c4isrnet.com/arc/outboundfeeds/rss/,Apache helicopter shoots down drones in Europe for first time in combat exercise,U.S. soldiers used Apache helicopters to pursue and attack drones in an air-to-air combat training exercise this week.,https://www.c4isrnet.com/news/your-military/2026/03/19/apache-helicopter-shoots-down-drones-in-europe-for-first-time-in-combat-exercise/,2026-03-19 22:43:19+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,"Two US counter-mine ships based in the Middle East are now in Singapore, Navy says","The USS Santa Barbara and USS Tulsa, which are homeported in Bahrain, arrived in Singapore this week.",https://www.defensenews.com/news/your-navy/2026/03/19/two-us-counter-mine-ships-based-in-the-middle-east-are-now-in-singapore-navy-says/,2026-03-19 22:34:57+00:00,Defense
TechCrunch,https://techcrunch.com/feed/,Jeff Bezos reportedly wants $100 billion to buy and transform old manufacturing firms with AI,The Amazon magnate has a new project centered around acquiring industrial firms and revamping them with AI technology.,https://techcrunch.com/2026/03/19/jeff-bezos-reportedly-wants-100-billion-to-buy-and-transform-old-manufacturing-firms-with-ai/,2026-03-19 22:09:24+00:00,Other
TechCrunch,https://techcrunch.com/feed/,Employees had to restrain a dancing humanoid robot after it went wild at a California restaurant,A dancing robot in a Haidilao hot pot restaurant boogied down a little too hard.,https://techcrunch.com/2026/03/19/restaurant-dancing-robot-went-wild-hot-pot-cupertino-haidilao-agibot/,2026-03-19 21:13:50+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,Israel forges ahead on ground incursion against Hezbollah in Lebanon,"The operation is separate from the joint U.S.-Israel war on Iran, but the dynamics of each conflict zone will inevitably intersect with each other.",https://www.defensenews.com/global/mideast-africa/2026/03/19/israel-forges-ahead-on-ground-incursion-against-hezbollah-in-lebanon/,2026-03-19 20:59:54+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,US moves to approve more than $16 billion in air defense sales to Middle East,"The packages include systems for the United Arab Emirates, Kuwait and Jordan, and range from counter-drone technology to aircraft munitions.",https://www.defensenews.com/global/mideast-africa/2026/03/19/us-moves-to-approve-more-than-16-billion-in-air-defense-sales-to-middle-east/,2026-03-19 20:47:26+00:00,Defense
Satellite Today,https://www.satellitetoday.com/feed/,Spire Targets 50% Growth in 2026 After Adjustments in 2025,"After divesting its maritime business and paying down its debt in 2025, Spire Global has set a large revenue growth target for 2026 of 50%, CEO Theresa Condor told investors... The post Spire Targets 50% Growth in 2026 After Adjustments in 2025 appeared first on Via Satellite .",https://www.satellitetoday.com/finance/2026/03/19/spire-targets-50-growth-in-2026-after-adjustments-in-2025/,2026-03-19 19:45:44+00:00,Funding
Satellite Today,https://www.satellitetoday.com/feed/,"Eutelsat CEO Fallacher Talks OneWeb Gen 2, Global Competition, and Sovereign Demand","Eutelsat Group CEO Jean-François Fallacher has been in the job almost a year now. He has joined Eutelsat at an interesting time in its history as it looks to transform... The post Eutelsat CEO Fallacher Talks OneWeb Gen 2, Global Competition, and Sovereign Demand appeared first on Via Satellite .",https://www.satellitetoday.com/connectivity/2026/03/19/eutelsat-ceo-fallacher-talks-oneweb-gen-2-global-competition-and-sovereign-demand/,2026-03-19 19:38:35+00:00,Other
Satellite Today,https://www.satellitetoday.com/feed/,Portal Space Systems and Paladin Space Plan Repeatable Debris Removal Missions,"Portal Space Systems and Paladin Space are teaming up to offer regular, commercial debris removal missions. The partners are pitching what&#8217;s called Debris Removal as a Service (DRAAS), a recurring... The post Portal Space Systems and Paladin Space Plan Repeatable Debris Removal Missions appeared first on Via Satellite .",https://www.satellitetoday.com/technology/2026/03/19/portal-space-systems-and-paladin-space-plan-repeatable-debris-removal-missions/,2026-03-19 19:28:24+00:00,Other
Defense News,https://www.defensenews.com/arc/outboundfeeds/rss/,"US strikes Iranian underground missile storage with 5,000-pound penetrator",The newest bunker-buster bomb made its combat debut against Iran earlier this week.,https://www.defensenews.com/news/your-air-force/2026/03/19/us-strikes-iranian-underground-missile-storage-with-5000-pound-penetrator/,2026-03-19 18:53:17+00:00,Defense
SpaceNews,https://spacenews.com/feed/,Register now: The energy imperative driving the push toward orbital data centers,"Join us on March 31 for a virtual event, sponsored by Star Catcher and in partnership with the Commercial Space Federation The post Register now: The energy imperative driving the push toward orbital data centers appeared first on SpaceNews .",https://spacenews.com/the-energy-imperative-orbital-data-centers-virtual-event/,2026-03-19 18:37:29+00:00,Other
Breaking Defense,https://breakingdefense.com/feed/,"EXCLUSIVE: US poised to accept new F-35s without radars, sources say","Rep. Rob Wittman told Breaking Defense that while he expected issues with the new APG-85 radar to eventually be resolved, in the interim the US military will be left with “lots of aircraft out there, but not ones that are ready to go to the fight.”",https://breakingdefense.com/2026/03/exclusive-us-poised-to-accept-new-f-35s-without-radars-sources-say/,2026-03-19 18:32:23+00:00,Defense
